"City ID","Reading Time","Wind Speed","Wind Direction","Pressure","Temperature","Humidity","Run Time"
"5173412","2017-09-28 00:55:00",2.6,330,1016,74.32,60,"2017-09-28 01:36:08"
"5173412","2017-09-28 01:55:00",5.1,330,1017,72.18,52,"2017-09-28 02:06:02"
"5173412","2017-09-28 01:55:00",5.1,330,1017,71.98,52,"2017-09-28 02:24:03"
